1STAFM0.SPL, name: Magic Missile, opcodes: 112 122 
SPWI489.SPL, name: Shapeshifts Natural Form, opcodes: 279 141 174 112 135 
SPWI490.SPL, name: Shapeshifts Natural Form, opcodes: 171 279 172 112 215 135 
SPWI491.SPL, name: Shapeshifts Natural Form, opcodes: 279 112 172 111 215 135 
SPWI493.SPL, name: Shapeshifts Flind, opcodes: 171 112 144 111 215 135 
SPWI494.SPL, name: Shapeshifts Ogre, opcodes: 171 112 144 111 215 135 
SPWI495.SPL, name: Shapeshifts Spider, opcodes: 171 112 144 111 215 135 
SPWI496.SPL, name: Shapeshifts Mustard Jelly, opcodes: 171 112 144 111 215 135 
SPWI497.SPL, name: Shapeshifts Brown Bear, opcodes: 171 112 144 111 215 135 
SPWI498.SPL, name: Shapeshifts Black Bear, opcodes: 171 112 144 111 215 135 
SPWI499.SPL, name: Shapeshifts Wolf, opcodes: 171 112 144 111 215 135 
SPWI501.SPL, name: Animate Dead, opcodes: 177 
SPWI502.SPL, name: Cloudkill, opcodes: 55 12 
SPWI503.SPL, name: Cone of Cold, opcodes: 12 
SPWI504.SPL, name: Monster Summoning III, opcodes: 177 
SPWI505.SPL, name: Shadow Door, opcodes: 141 20 174 
SPWI506.SPL, name: Domination, opcodes: 139 174 5 215 177 
SPWI507.SPL, name: Hold Monster, opcodes: 139 175 174 142 215 
SPWI508.SPL, name: Chaos, opcodes: 50 139 174 142 128 215 
SPWI509.SPL, name: Feeblemind, opcodes: 50 142 76 215 
SPWI510.SPL, name: Spell Immunity, opcodes: 141 174 214 
SPWI511.SPL, name: Protection From Normal Weapons, opcodes: 50 139 206 174 142 215 120 
SPWI512.SPL, name: Protection From Electricity, opcodes: 50 139 174 142 215 29 
SPWI513.SPL, name: Breach, opcodes: 221 139 141 174 240 
SPWI514.SPL, name: Lower Resistance, opcodes: 50 139 174 142 215 166 
SPWI515.SPL, name: Oracle, opcodes: 220 221 116 141 174 215 177 
SPWI516.SPL, name: Conjure Lesser Fire Elemental, opcodes: 142 177 215 165 
SPWI517.SPL, name: Protection From Acid, opcodes: 50 139 141 174 142 27 215 
SPWI518.SPL, name: Phantom Blade, opcodes: 174 111 215 
SPWI519.SPL, name: Spell Shield, opcodes: 50 139 141 174 226 
SPWI520.SPL, name: Conjure Lesser Air Elemental, opcodes: 142 215 177 165 
SPWI521.SPL, name: Conjure Lesser Earth Elemental, opcodes: 142 177 215 165 
SPWI522.SPL, name: Minor Spell Turning, opcodes: 50 139 141 174 200 
SPWI523.SPL, name: Sunfire, opcodes: 206 148 
SPWI523D.SPL, name: null, opcodes: 12 
SPWI590.SPL, name: Immunity: Abjuration, opcodes: 50 204 141 174 142 
SPWI591.SPL, name: Immunity: Conjuration, opcodes: 50 204 141 174 142 
SPWI592.SPL, name: Immunity: Divination, opcodes: 50 204 141 174 142 
SPWI593.SPL, name: Immunity: Enchantment, opcodes: 50 204 141 174 142 
SPWI594.SPL, name: Immunity: Illusion, opcodes: 50 204 141 174 142 
SPWI595.SPL, name: Immunity: Evocation, opcodes: 50 204 141 174 142 
SPWI596.SPL, name: Immunity: Necromancy, opcodes: 50 204 141 174 142 
SPWI597.SPL, name: Immunity: Alteration, opcodes: 50 204 141 174 142 
SPWI601.SPL, name: Invisible Stalker, opcodes: 177 
SPWI602.SPL, name: Globe of Invulnerability, opcodes: 102 139 155 206 174 142 8 
SPWI603.SPL, name: Tenser's Transformation, opcodes: 0 18 54 174 142 321 8 145 215 73 
SPWI604.SPL, name: Flesh to Stone, opcodes: 174 215 134 
SPWI605.SPL, name: Death Spell, opcodes: 55 174 215 177 
SPWI606.SPL, name: Protection From Magic Energy, opcodes: 50 139 174 142 215 31 
SPWI607.SPL, name: Mislead, opcodes: 139 236 20 215 
SPWI608.SPL, name: Pierce Magic, opcodes: 139 174 142 230 215 166 
SPWI609.SPL, name: True Sight, opcodes: 220 221 50 116 141 174 142 146 215 177 
SPWI609D.SPL, name: True Sight, opcodes: 220 221 116 177 
SPWI611.SPL, name: Protection From Magical Weapons, opcodes: 50 139 206 174 142 215 120 
SPWI612.SPL, name: Power Word, Silence, opcodes: 50 139 38 174 142 215 
SPWI613.SPL, name: Improved Haste, opcodes: 16 139 206 141 174 
SPWI614.SPL, name: Death Fog
, opcodes: 141 177 12 
SPWI615.SPL, name: Chain Lightning, opcodes: 12 
SPWI616.SPL, name: Disintegrate, opcodes: 238 174 215 
SPWI617.SPL, name: Contingency, opcodes: 234 146 215 
SPWI618.SPL, name: Spell Deflection, opcodes: 50 139 141 201 174 
SPWI619.SPL, name: Wyvern Call, opcodes: 177 
SPWI620.SPL, name: Conjure Fire Elemental, opcodes: 142 215 177 165 
SPWI621.SPL, name: Conjure Air Elemental, opcodes: 142 215 177 165 
SPWI622.SPL, name: Conjure Earth Elemental, opcodes: 142 215 177 165 
SPWI623.SPL, name: Carrion Summons, opcodes: 177 
SPWI624.SPL, name: Summon Nishruu, opcodes: 177 
SPWI625.SPL, name: Stone to Flesh, opcodes: 174 43 215 
SPWI701.SPL, name: Spell Turning, opcodes: 50 139 141 174 200 
SPWI702.SPL, name: Protection From The Elements, opcodes: 85 84 50 139 174 142 321 215 29 28 30 
SPWI703.SPL, name: Project Image, opcodes: 206 236 215 
SPWI704.SPL, name: Ruby Ray Of Reversal, opcodes: 139 230 215 240 
SPWI705.SPL, name: Khelben's Warding Whip, opcodes: 139 230 177 215 240 
SPWI707.SPL, name: Cacofiend, opcodes: 177 
SPWI708.SPL, name: Mantle, opcodes: 50 139 206 174 142 215 120 
SPWI710.SPL, name: Spell Sequencer, opcodes: 257 215 
SPWI710D.SPL, name: Spell Sequencer, opcodes: 258 172 
spwi710p.SPL, name: Spell Sequencer, opcodes: 260 172 
SPWI711.SPL, name: Sphere of Chaos, opcodes: 238 141 174 39 111 128 109 12 135 17 16 222 145 
SPWI712.SPL, name: Delayed Blast Fireball, opcodes: 12 
SPWI713.SPL, name: Finger of Death, opcodes: 141 55 174 12 
SPWI714.SPL, name: Prismatic Spray, opcodes: 238 139 141 142 76 12 74 134 
SPWI715.SPL, name: Power Word, Stun, opcodes: 50 215 210 
SPWI716.SPL, name: Mordenkainen's Sword, opcodes: 174 177 
SPWI717.SPL, name: Summon Efreeti, opcodes: 177 
SPWI718.SPL, name: Summon Djinni, opcodes: 177 
SPWI719.SPL, name: Summon Hakeashar, opcodes: 177 
SPWI720.SPL, name: Control Undead, opcodes: 177 241 
SPWI721.SPL, name: Mass Invisibility, opcodes: 34 35 139 33 141 174 20 36 37 
SPWI722.SPL, name: Limited Wish, opcodes: 177 
SPWI723.SPL, name: Improved Chaos Shield, opcodes: 142 321 281 215 
SPWI802.SPL, name: Spell Deflection, opcodes: 50 139 141 201 174 142 
SPWI803.SPL, name: Protection From Energy, opcodes: 85 84 50 139 174 142 27 215 29 28 31 30 
SPWI804.SPL, name: Simulacrum, opcodes: 206 236 215 
SPWI805.SPL, name: Pierce Shield, opcodes: 174 142 230 215 166 
SPWI807.SPL, name: Summon Fiend, opcodes: 177 
SPWI808.SPL, name: Improved Mantle, opcodes: 50 139 206 174 142 215 120 
SPWI809.SPL, name: Spell Trigger, opcodes: 257 215 
SPWI809D.SPL, name: Spell Trigger, opcodes: 258 172 
SPWI810.SPL, name: Incendiary Cloud, opcodes: 12 
SPWI811.SPL, name: Symbol, Fear, opcodes: 141 174 142 24 
SPWI812.SPL, name: Abi-Dalzim's Horrid Wilting, opcodes: 141 12 
SPWI813.SPL, name: Maze, opcodes: 213 215 
SPWI815.SPL, name: Power Word, Blind, opcodes: 50 139 174 142 215 74 
SPWI816.SPL, name: Symbol, Stun, opcodes: 141 174 142 45 
SPWI817.SPL, name: Symbol, Death, opcodes: 209 
SPWI818.SPL, name: Bigby's Clenched Fist, opcodes: 175 174 142 215 12 
SPWI853.SPL, name: Otiluke's Resilient Sphere, opcodes: 169 101 206 174 142 166 85 84 87 86 155 185 267 27 89 29 88 28 30 
SPWI888.SPL, name: Flame Arrow, opcodes: 12 
SPWI897.SPL, name: Symbol, Death, opcodes: 209 
SPWI898.SPL, name: Symbol, Stun, opcodes: 139 141 174 142 45 
SPWI899.SPL, name: Symbol, Fear, opcodes: 141 174 142 24 
SPWI902.SPL, name: Spell Trap, opcodes: 259 50 139 141 174 
SPWI903.SPL, name: Spellstrike, opcodes: 221 139 141 240 
SPWI905.SPL, name: Gate, opcodes: 177 
SPWI907.SPL, name: Absolute Immunity, opcodes: 50 139 206 174 142 215 120 
SPWI908.SPL, name: Chain Contingency, opcodes: 234 146 215 
SPWI909.SPL, name: Time Stop, opcodes: 174 231 
SPWI910.SPL, name: Imprisonment, opcodes: 215 211 
SPWI911.SPL, name: Meteor Swarm, opcodes: 12 
SPWI912.SPL, name: Power Word, Kill, opcodes: 50 215 209 
SPWI913.SPL, name: Wail of the Banshee, opcodes: 141 55 174 
SPWI914.SPL, name: Energy Drain, opcodes: 50 141 216 174 
SPWI915.SPL, name: Black Blade of Disaster, opcodes: 174 111 215 
SPWI916.SPL, name: Shapechange, opcodes: 171 139 206 142 172 146 215 
SPWI917.SPL, name: Freedom, opcodes: 174 212 
SPWI918.SPL, name: Bigby's Crushing Hand, opcodes: 175 174 142 215 12 
SPWI919.SPL, name: Wish, opcodes: 67 - Entry doesn't exist: SPENBLD.PRO
SPWI920.SPL, name: Energy Blades, opcodes: 139 174 111 
SPWI924.SPL, name: null, opcodes: 141 174 151 
SPWI925.SPL, name: null, opcodes: 141 174 151 
SPWI926.SPL, name: Dimension Door, opcodes: 141 124 
SPWI927.SPL, name: Ethereal, opcodes: 50 20 
SPWI928.SPL, name: Energy Drain, opcodes: 34 50 35 18 33 141 36 142 37 10 15 
SPWI929.SPL, name: Charm Person, opcodes: 141 5 177 
SPWI930.SPL, name: Charm Person, opcodes: 141 5 177 
SPWI931.SPL, name: Teleport Without Error, opcodes: 50 141 124 
SPWI932.SPL, name: null, opcodes: 151 
SPWI933.SPL, name: null, opcodes: 153 
SPWI934.SPL, name: null, opcodes: 184 12 
SPWI935.SPL, name: null, opcodes: 67 
SPWI936.SPL, name: null, opcodes: 67 
SPWI937.SPL, name: null, opcodes: 67 
SPWI938.SPL, name: Lightning, opcodes: 12 
SPWI939.SPL, name: null, opcodes: 5 
SPWI940.SPL, name: Agannazar's Scorcher, opcodes: 12 
SPWI941.SPL, name: null, opcodes: 141 151 
SPWI942.SPL, name: null, opcodes: 141 151 
SPWI943.SPL, name: Dire Charm, opcodes: 141 174 5 177 
SPWI944.SPL, name: null, opcodes: 141 151 
SPWI945.SPL, name: null, opcodes: 141 151 
SPWI946.SPL, name: null, opcodes: 141 151 
SPWI947.SPL, name: null, opcodes: 141 151 
SPWI948.SPL, name: null, opcodes: 141 151 
SPWI949.SPL, name: null, opcodes: 141 151 
SPWI951.SPL, name: null, opcodes: 141 67 151 
SPWI952.SPL, name: Selûne's Blade, opcodes: 111 
SPWI953.SPL, name: Selûne's Curse, opcodes: 12 
SPWI954.SPL, name: Selûne's Blessing, opcodes: 0 102 155 174 8 
SPWI955.SPL, name: Symbol, Pain, opcodes: 54 15 
SPWI956.SPL, name: Symbol, Fear, opcodes: 24 
SPWI957.SPL, name: Fireball, opcodes: 12 
SPWI958.SPL, name: Power Word, Blind, opcodes: 139 142 74 
SPWI959.SPL, name: Power Word, Stun, opcodes: 142 45 
SPWI960.SPL, name: Power Word, Kill, opcodes: 12 
SPWI961.SPL, name: null, opcodes: 141 151 
SPWI962.SPL, name: null, opcodes: 141 151 
SPWI963.SPL, name: null, opcodes: 141 151 
SPWI964.SPL, name: null, opcodes: 141 151 
SPWI965.SPL, name: null, opcodes: 141 151 
SPWI979.SPL, name: Flame Strike, opcodes: 215 12 
SPWI980.SPL, name: null, opcodes: 168 141 12 
SPWI981.SPL, name: null, opcodes: 168 141 
SPWI982.SPL, name: Dimension Door, opcodes: 141 67 
SPWI983.SPL, name: null, opcodes: 141 151 
SPWI984.SPL, name: null, opcodes: 168 141 
SPWI985.SPL, name: null, opcodes: 168 
SPWI986.SPL, name: null, opcodes: 67 
SPWI987.SPL, name: null, opcodes: 141 151 
SPWI988.SPL, name: null, opcodes: 141 151 
SPWI989.SPL, name: Antichickenator, opcodes: 
SPWI990.SPL, name: null, opcodes: 141 151 
SPWI991.SPL, name: null, opcodes: 141 135 
SPWI992.SPL, name: null, opcodes: 141 151 
SPWI993.SPL, name: null, opcodes: 141 151 
SPWI994.SPL, name: Dimension Door, opcodes: 141 124 
SPWI995.SPL, name: Dimension Door, opcodes: 68 141 174 
SPWI996.SPL, name: null, opcodes: 5 
SPWI997.SPL, name: Lightning Bolt, opcodes: 12 
SPWI998.SPL, name: Magic Missile, opcodes: 13 
SPWI999.SPL, name: null, opcodes: 12 
SPWISH10.SPL, name: Mass Raise Dead, opcodes: 17 304 172 215 
SPWISH25.SPL, name: Slow, opcodes: 0 139 141 174 54 142 321 40 240 
SPWM101.SPL, name: Repulse Undead, opcodes: 232 142 
SPWM101D.SPL, name: Repulsion, opcodes: 177 
SPWM102.SPL, name: Repulsion, caster, opcodes: 9 
SPWM103.SPL, name: Repulsion, caster, opcodes: 67 
SPWM104.SPL, name: Squirrels, opcodes: 190 189 215 
SPWM105.SPL, name: Repulsion, caster, opcodes: 9 
SPWM107.SPL, name: Squirrels, opcodes: 71 
SPWM108.SPL, name: null, opcodes: 7 
SPWM110.SPL, name: Repulsion, caster, opcodes: 170 141 
SPWM111.SPL, name: Entangle, opcodes: 0 154 141 174 142 126 
SPWM112.SPL, name: Repulsion, caster, opcodes: 40 
SPWM113.SPL, name: Polymorph Other, opcodes: 141 174 112 144 111 135 
SPWM114.SPL, name: Polymorph Other, opcodes: 185 141 174 
SPWM115.SPL, name: Repulsion, caster, opcodes: 16 
SPWM117.SPL, name: Repulsion, caster, opcodes: 139 105 
SPWM118.SPL, name: Repulsion, caster, opcodes: 44 
SPWM120.SPL, name: Repulsion, caster, opcodes: 126 
SPWM122.SPL, name: Hold Person, opcodes: 175 174 177 
SPWM123.SPL, name: Symbol, Fear, opcodes: 141 174 142 24 
SPWM125.SPL, name: Minor Globe of Invulnerability, opcodes: 117 
SPWM126.SPL, name: Minor Globe of Invulnerability, opcodes: 102 139 155 206 174 142 8 
SPWM128.SPL, name: Repulsion, caster, opcodes: 139 54 142 60 
SPWM130.SPL, name: Repulsion, caster, opcodes: 215 
SPWM134.SPL, name: Repulsion, caster, opcodes: 67 
SPWM136.SPL, name: Goodberry, opcodes: 174 122 
SPWM140.SPL, name: Goodberry, opcodes: 215 243 
SPWM141.SPL, name: Goodberry, opcodes: 215 122 
SPWM142.SPL, name: Hold Person, opcodes: 54 73 
SPWM143.SPL, name: Teleport Field, opcodes: 222 141 
SPWM145.SPL, name: Polymorph Other, opcodes: 190 174 278 
SPWM152.SPL, name: Polymorph Other, opcodes: 141 174 45 
SPWM153.SPL, name: Repulsion, caster, opcodes: 18 
SPWM154.SPL, name: Cacofiend, opcodes: 141 174 177 
SPWM155.SPL, name: Cacofiend, opcodes: 174 
SPWM157.SPL, name: Cacofiend, opcodes: 215 
SPWM159.SPL, name: Cacofiend, opcodes: 9 
SPWM162.SPL, name: Charm Person, opcodes: 225 
SPWM164.SPL, name: Slow, opcodes: 0 139 141 174 54 142 321 40 
SPWM167.SPL, name: Polymorph Other, opcodes: 141 174 44 
SPWM168.SPL, name: Heal, opcodes: 17 50 139 81 77 215 79 11 240 75 164 
SPWM178.SPL, name: Blindness, opcodes: 50 139 141 174 142 215 74 
SPWM179.SPL, name: Polymorph Other, opcodes: 141 5 174 177 
SPWM183.SPL, name: Polymorph Other, opcodes: 141 174 144 177 
SPWM186.SPL, name: Charm Person, opcodes: 170 141 215 
SPWM187.SPL, name: Stinking Cloud, opcodes: 39 142 177 
SPWM188.SPL, name: Summon Cow, opcodes: 152 174 12 
SPWM191.SPL, name: Polymorph Other, opcodes: 190 141 174 
SPWM198.SPL, name: Polymorph Other, opcodes: 141 174 7 
SPWM199.SPL, name: Repulsion, caster, opcodes: 139 105 
SW1H01.SPL, name: null, opcodes: 139 112 122 
SW1H04.SPL, name: null, opcodes: 139 112 122 
SW1H07.SPL, name: null, opcodes: 139 112 122 
SW1H12.SPL, name: null, opcodes: 139 112 122 
SW1H17.SPL, name: null, opcodes: 139 112 122 
SW1H20.SPL, name: null, opcodes: 139 112 122 
SW1H21.SPL, name: null, opcodes: 139 112 122 
SW2H01.SPL, name: null, opcodes: 139 112 122 
SW2H01B.SPL, name: null, opcodes: 139 112 122 
SW2H10DM.SPL, name: Dispel Magic, opcodes: 139 81 174 58 77 215 177 240 
TASLOIIL.SPL, name: null, opcodes: 139 112 122 
XVARTIL.SPL, name: null, opcodes: 139 112 122 
SPWI950.SPL, name: Skull Trap, opcodes: 141 12 
